customer_id,age,annual_income,city,signup_date,newsletter_subscriber,customer_feedback
CUST-1000,40.67860833924088,67450.0,Los Angeles!,12/25/2022,YES,
CUST-1001,36.0,56856.121326461405,Los Angeles!,2023-01-15,YES,"Average product, does the job but nothing special."
CUST-1002,45.0,93345.0,New York,07-04-2023,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1003,35.0,55418.0754913363,chicago,"Oct 12, 2021",YES,Absolutely amazing value for the price!
CUST-1004,36.18865028114466,56487.0,New Yrok,07-04-2023,n,"Average product, does the job but nothing special."
CUST-1005,56.0,85617.03802896352,Los Angeles!,"Oct 12, 2021",YES,Excellent user experience! Will buy again.
CUST-1006,47.0,72674.62551283758,SF,invalid_date_xyz,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1007,32.0,59138.0,San Fran,2024/05/01,no,Absolutely amazing value for the price!
CUST-1008,32.0,44014.0,houston,invalid_date_xyz,YES,Excellent user experience! Will buy again.
CUST-1009,40.0,34300.0,chicago,2023-01-15,y,Absolutely amazing value for the price!
CUST-1010,18.0,21565.0,chicago,07-04-2023,YES,Worst service ever. App crashes continuously on startup.
GEN_ID_1783054115_11,25.0,45213.0,,12/25/2022,False,Absolutely amazing value for the price!
CUST-1012,19.197417046059563,15000.0,L.A.,"Oct 12, 2021",no,Worst service ever. App crashes continuously on startup.
CUST-1013,21.0,56484.0,San Fran,07-04-2023,,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1014,36.24025428692046,56613.0,Los Angeles!,12/25/2022,y,Customer support was incredibly slow and unhelpful.
CUST-1015,38.0,38628.0,San Fran,"Feb 28, 2024",no,"Average product, does the job but nothing special."
CUST-1016,31.0,51163.0,New York,12/25/2022,no,Customer support was incredibly slow and unhelpful.
CUST-1017,24.0,44635.0,New Yrok,12/25/2022,,Absolutely amazing value for the price!
GEN_ID_1783054115_18,33.93732314027493,50990.0,Los Angeles!,"Feb 28, 2024",YES,Worst service ever. App crashes continuously on startup.
CUST-1019,34.0,44974.0,houston,2023-01-15,YES,Excellent user experience! Will buy again.
CUST-1020,60.0,92797.0,,2024/05/01,no,Customer support was incredibly slow and unhelpful.
CUST-1021,25.0,52838.0,san francisco,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1022,23.0,40632.0,chicago,12/25/2022,,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1023,25.58812265023118,30604.0,chicago,"Oct 12, 2021",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1024,22.0,38952.0,san francisco,12/25/2022,YES,Excellent user experience! Will buy again.
CUST-1025,46.0,74570.0,L.A.,2020-11-30,y,Absolutely amazing value for the price!
CUST-1026,36.0,52483.0,New York,2020-11-30,False,Worst service ever. App crashes continuously on startup.
CUST-1027,36.82676511333333,58045.066426181846,san francisco,2024/05/01,YES,Absolutely amazing value for the price!
CUST-1028,33.2050377249802,49202.0,Los Angeles!,"Feb 28, 2024",YES,Customer support was incredibly slow and unhelpful.
CUST-1029,32.0,66856.0,houston,"Feb 28, 2024",no,Absolutely amazing value for the price!
CUST-1030,42.0,65484.39633721204,houston,07-04-2023,no,The shipment arrived 3 days late. Not happy.
CUST-1031,18.0,34861.0,chicago,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1032,33.0,42346.0,N.Y.,07-04-2023,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1033,41.38509175164771,69175.0,san francisco,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1034,50.0,91969.0,chicago,"Feb 28, 2024",YES,"Average product, does the job but nothing special."
CUST-1035,27.0,38861.0,Los Angeles!,07-04-2023,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1036,41.0,79133.0,Los Angeles!,07-04-2023,no,Customer support was incredibly slow and unhelpful.
CUST-1037,32.0,51103.937985960976,houston,"Oct 12, 2021",True,Customer support was incredibly slow and unhelpful.
CUST-1038,35.0,38904.0,New Yrok,invalid_date_xyz,,Absolutely amazing value for the price!
CUST-1039,23.0,49687.0,SF,"Feb 28, 2024",False,The shipment arrived 3 days late. Not happy.
CUST-1040,54.0,82919.0,chicago,invalid_date_xyz,y,"Average product, does the job but nothing special."
CUST-1041,50.0,83424.0,Los Angeles!,12/25/2022,n,Worst service ever. App crashes continuously on startup.
CUST-1042,30.0,53420.0,san francisco,"Feb 28, 2024",n,Worst service ever. App crashes continuously on startup.
CUST-1043,56.0,86462.0,san francisco,invalid_date_xyz,,The shipment arrived 3 days late. Not happy.
CUST-1044,56.0,47703.0,Los Angeles!,2023-01-15,True,
CUST-1045,42.67642056284696,72328.0,Los Angeles!,"Feb 28, 2024",True,Excellent user experience! Will buy again.
CUST-1046,39.0,61170.25883183672,chicago,2023-01-15,no,Excellent user experience! Will buy again.
CUST-1047,34.0,55376.0,N.Y.,2020-11-30,YES,The shipment arrived 3 days late. Not happy.
CUST-1048,18.0,26704.0,chicago,"Feb 28, 2024",no,
CUST-1049,42.0,88168.0,chicago,2023-01-15,True,Excellent user experience! Will buy again.
CUST-1050,31.0,37372.0,houston,invalid_date_xyz,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1051,31.0,63231.0,San Fran,2020-11-30,no,Excellent user experience! Will buy again.
CUST-1052,41.0,56553.0,San Fran,07-04-2023,no,"Average product, does the job but nothing special."
CUST-1053,44.0,70456.0,,12/25/2022,True,Absolutely amazing value for the price!
CUST-1054,49.0,65969.0,houston,"Oct 12, 2021",n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1055,34.0,48118.0,chicago,"Oct 12, 2021",no,The shipment arrived 3 days late. Not happy.
CUST-1056,20.0,37441.0,Los Angeles!,2020-11-30,no,"Average product, does the job but nothing special."
CUST-1057,39.23082928830864,63915.0,chicago,2024/05/01,False,
GEN_ID_1783054115_58,38.0,56481.0,chicago,invalid_date_xyz,no,Excellent user experience! Will buy again.
CUST-1059,21.0,28190.0,SF,"Feb 28, 2024",no,Worst service ever. App crashes continuously on startup.
CUST-1060,33.0,40465.0,houston,12/25/2022,no,"Average product, does the job but nothing special."
CUST-1061,36.0,63060.0,,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1062,60.0,95618.0,chicago,"Oct 12, 2021",no,"Average product, does the job but nothing special."
CUST-1063,39.20953239703609,63863.0,chicago,2020-11-30,False,The shipment arrived 3 days late. Not happy.
CUST-1064,37.0,29718.0,houston,07-04-2023,YES,
CUST-1065,37.0,59403.0,New York City,2024/05/01,False,Customer support was incredibly slow and unhelpful.
CUST-1066,36.82676511333333,58045.066426181846,New Yrok,12/25/2022,n,Worst service ever. App crashes continuously on startup.
CUST-1067,41.0,63979.0,san francisco,07-04-2023,True,Absolutely amazing value for the price!
CUST-1068,23.0,54642.0,houston,invalid_date_xyz,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1069,47.0,85365.0,,"Oct 12, 2021",y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1070,27.0,64541.0,New Yrok,2024/05/01,y,"Average product, does the job but nothing special."
CUST-1071,21.0,43302.0,houston,2024/05/01,y,Absolutely amazing value for the price!
CUST-1072,64.0,84141.0,New York City,invalid_date_xyz,False,"Average product, does the job but nothing special."
CUST-1073,31.0,50994.0,chicago,"Feb 28, 2024",True,
CUST-1074,31.0,26240.0,houston,,n,Absolutely amazing value for the price!
CUST-1075,38.04844226708053,61028.0,New York,2024/05/01,y,The shipment arrived 3 days late. Not happy.
CUST-1076,31.10115060061276,44065.0,San Fran,invalid_date_xyz,YES,Customer support was incredibly slow and unhelpful.
CUST-1077,43.0,53708.0,New Yrok,12/25/2022,y,Excellent user experience! Will buy again.
CUST-1078,47.14917728568457,83249.0,houston,2024/05/01,no,Worst service ever. App crashes continuously on startup.
CUST-1079,28.0,40169.0,Los Angeles!,2020-11-30,False,The shipment arrived 3 days late. Not happy.
CUST-1080,42.624816557071156,72202.0,SF,2020-11-30,y,Worst service ever. App crashes continuously on startup.
CUST-1081,36.82676511333333,58045.066426181846,SF,"Feb 28, 2024",YES,The shipment arrived 3 days late. Not happy.
CUST-1082,40.0,82607.0,L.A.,2020-11-30,YES,The shipment arrived 3 days late. Not happy.
CUST-1083,18.0,32769.0,SF,2020-11-30,True,Customer support was incredibly slow and unhelpful.
CUST-1084,41.0,76227.0,SF,invalid_date_xyz,y,"Average product, does the job but nothing special."
CUST-1085,23.0,38161.52546983502,Los Angeles!,07-04-2023,True,
CUST-1086,22.0,43829.0,chicago,07-04-2023,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1087,41.0,68257.0,Los Angeles!,2020-11-30,no,
CUST-1088,42.0,55799.0,New York,invalid_date_xyz,True,The shipment arrived 3 days late. Not happy.
CUST-1089,40.0,62608.30466696183,San Fran,07-04-2023,False,Absolutely amazing value for the price!
CUST-1090,41.0,53784.0,chicago,12/25/2022,False,
CUST-1091,60.0,100107.0,New York City,"Oct 12, 2021",no,Absolutely amazing value for the price!
CUST-1092,23.0,47348.0,san francisco,2024/05/01,YES,
CUST-1093,26.0,53806.0,,2024/05/01,no,Worst service ever. App crashes continuously on startup.
CUST-1094,51.0,67189.0,houston,,y,Excellent user experience! Will buy again.
CUST-1095,49.0,82691.0,New Yrok,12/25/2022,YES,
CUST-1096,47.0,101951.0,chicago,invalid_date_xyz,True,
CUST-1097,35.0,44193.0,san francisco,"Feb 28, 2024",False,The shipment arrived 3 days late. Not happy.
CUST-1098,27.0,31262.0,chicago,12/25/2022,no,The shipment arrived 3 days late. Not happy.
CUST-1099,37.0,63617.0,SF,"Feb 28, 2024",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1100,36.82676511333333,58045.066426181846,houston,07-04-2023,y,Absolutely amazing value for the price!
CUST-1101,47.0,73695.0,san francisco,2020-11-30,,Absolutely amazing value for the price!
CUST-1102,55.0,84178.99219383844,Los Angeles!,2023-01-15,no,Worst service ever. App crashes continuously on startup.
CUST-1103,34.0,94802.0,san francisco,2023-01-15,y,Worst service ever. App crashes continuously on startup.
CUST-1104,45.0,57642.0,san francisco,invalid_date_xyz,y,
CUST-1105,25.0,41037.61714008523,chicago,2020-11-30,YES,Worst service ever. App crashes continuously on startup.
CUST-1106,43.0,64148.0,SF,2023-01-15,False,Absolutely amazing value for the price!
CUST-1107,46.0,79098.0,houston,,False,"Average product, does the job but nothing special."
CUST-1108,37.0,45798.0,San Fran,2020-11-30,no,Customer support was incredibly slow and unhelpful.
CUST-1109,19.0,24802.0,L.A.,2024/05/01,YES,Customer support was incredibly slow and unhelpful.
CUST-1110,48.0,78211.0,Los Angeles!,invalid_date_xyz,n,The shipment arrived 3 days late. Not happy.
CUST-1111,23.0,40097.0,chicago,12/25/2022,False,
CUST-1112,42.0,52742.0,N.Y.,2023-01-15,no,Worst service ever. App crashes continuously on startup.
CUST-1113,39.0,62373.0,chicago,2023-01-15,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1114,24.0,44366.0,chicago,2023-01-15,n,
CUST-1115,44.0,85245.0,san francisco,2024/05/01,y,The shipment arrived 3 days late. Not happy.
CUST-1116,19.197417046059563,15000.0,houston,12/25/2022,True,Excellent user experience! Will buy again.
CUST-1117,21.0,20432.0,houston,12/25/2022,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1118,44.0,68360.48800746226,chicago,2024/05/01,YES,Excellent user experience! Will buy again.
CUST-1119,44.0,76725.0,houston,"Oct 12, 2021",y,Absolutely amazing value for the price!
CUST-1120,36.82676511333333,58045.066426181846,San Fran,"Feb 28, 2024",True,Absolutely amazing value for the price!
CUST-1121,51.0,93810.0,New Yrok,12/25/2022,no,Absolutely amazing value for the price!
CUST-1122,45.0,65770.0,houston,invalid_date_xyz,YES,Worst service ever. App crashes continuously on startup.
CUST-1123,47.0,61907.0,,07-04-2023,YES,
CUST-1124,35.0,48219.0,houston,2023-01-15,YES,The shipment arrived 3 days late. Not happy.
CUST-1125,38.0,94719.0,L.A.,invalid_date_xyz,False,Excellent user experience! Will buy again.
CUST-1126,18.0,40293.0,,"Feb 28, 2024",no,"Average product, does the job but nothing special."
CUST-1127,18.0,22921.0,san francisco,"Feb 28, 2024",y,"Average product, does the job but nothing special."
CUST-1128,51.0,80464.0,N.Y.,2023-01-15,n,Customer support was incredibly slow and unhelpful.
CUST-1129,25.0,29770.0,houston,invalid_date_xyz,,Absolutely amazing value for the price!
CUST-1130,41.802019353868076,70193.0,San Fran,2020-11-30,,"Average product, does the job but nothing special."
CUST-1131,29.0,49746.0,chicago,"Feb 28, 2024",True,Customer support was incredibly slow and unhelpful.
CUST-1132,38.0,50225.0,SF,12/25/2022,YES,"Average product, does the job but nothing special."
CUST-1133,63.0,107008.0,houston,invalid_date_xyz,,"Average product, does the job but nothing special."
CUST-1134,18.0,32796.0,New York,2024/05/01,YES,The shipment arrived 3 days late. Not happy.
CUST-1135,36.82676511333333,58045.066426181846,chicago,2024/05/01,n,Absolutely amazing value for the price!
CUST-1136,30.0,60786.0,chicago,2023-01-15,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1137,28.0,43278.0,L.A.,"Oct 12, 2021",no,The shipment arrived 3 days late. Not happy.
CUST-1138,40.729393233813894,67574.0,chicago,2020-11-30,YES,The shipment arrived 3 days late. Not happy.
CUST-1139,48.0,56995.0,New York,invalid_date_xyz,,"Average product, does the job but nothing special."
CUST-1140,33.0,45375.0,New York,invalid_date_xyz,True,Excellent user experience! Will buy again.
CUST-1141,30.0,48227.84631571076,houston,2024/05/01,YES,Absolutely amazing value for the price!
CUST-1142,22.056524699399866,21981.0,L.A.,2020-11-30,y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1143,42.0,47086.0,N.Y.,2024/05/01,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1144,49.0,75550.71718308778,Los Angeles!,,y,"Average product, does the job but nothing special."
CUST-1145,36.82676511333333,58045.066426181846,chicago,invalid_date_xyz,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1146,19.0,24236.0,chicago,12/25/2022,False,
CUST-1147,53.0,81302.9005235882,houston,2024/05/01,n,Customer support was incredibly slow and unhelpful.
CUST-1148,29.0,53157.0,,invalid_date_xyz,no,Excellent user experience! Will buy again.
CUST-1149,47.0,59596.0,houston,"Feb 28, 2024",y,Absolutely amazing value for the price!
CUST-1150,36.82676511333333,58045.066426181846,san francisco,"Feb 28, 2024",y,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1151,36.82676511333333,58045.066426181846,chicago,"Oct 12, 2021",True,Excellent user experience! Will buy again.
CUST-1152,18.0,15000.0,San Fran,2024/05/01,n,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1153,34.0,35283.0,San Fran,2023-01-15,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1154,57.0,67047.0,N.Y.,"Oct 12, 2021",False,The shipment arrived 3 days late. Not happy.
CUST-1155,32.0,52961.0,Los Angeles!,"Oct 12, 2021",,Customer support was incredibly slow and unhelpful.
CUST-1156,55.0,63962.0,San Fran,2023-01-15,no,The shipment arrived 3 days late. Not happy.
CUST-1157,51.0,79653.0,houston,2020-11-30,no,"Average product, does the job but nothing special."
CUST-1158,26.0,48931.0,chicago,invalid_date_xyz,n,Absolutely amazing value for the price!
CUST-1159,40.0,53996.0,San Fran,07-04-2023,YES,"Average product, does the job but nothing special."
CUST-1160,38.05622382350704,61047.0,chicago,2020-11-30,y,
CUST-1161,33.0,54202.0,san francisco,"Feb 28, 2024",False,
CUST-1162,41.694715786302524,69931.0,Los Angeles!,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1163,57.0,69932.0,N.Y.,2023-01-15,YES,Absolutely amazing value for the price!
CUST-1164,36.82676511333333,58045.066426181846,houston,2020-11-30,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1165,36.0,65824.0,San Fran,invalid_date_xyz,no,The shipment arrived 3 days late. Not happy.
CUST-1166,41.0,55159.0,chicago,2024/05/01,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1167,35.0,55418.0754913363,houston,,False,"Average product, does the job but nothing special."
CUST-1168,32.0,51103.937985960976,chicago,invalid_date_xyz,True,The shipment arrived 3 days late. Not happy.
CUST-1169,30.0,60744.0,chicago,2024/05/01,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1170,42.0,55606.0,san francisco,12/25/2022,n,
CUST-1171,43.153552838472436,73493.0,san francisco,07-04-2023,False,
CUST-1172,41.0,64046.350502086934,New Yrok,2023-01-15,y,Worst service ever. App crashes continuously on startup.
CUST-1173,42.620721001057206,72192.0,New York,2023-01-15,no,Worst service ever. App crashes continuously on startup.
CUST-1174,45.0,58065.0,houston,"Feb 28, 2024",YES,"Average product, does the job but nothing special."
CUST-1175,31.0,60709.0,Los Angeles!,2020-11-30,True,Absolutely amazing value for the price!
CUST-1176,45.0,70186.0,,2023-01-15,no,
CUST-1177,39.0,80664.0,New York,"Oct 12, 2021",YES,
CUST-1178,30.0,56206.0,SF,07-04-2023,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1179,35.0,55418.0754913363,san francisco,invalid_date_xyz,,The shipment arrived 3 days late. Not happy.
CUST-1180,35.0,71981.0,houston,invalid_date_xyz,no,The shipment arrived 3 days late. Not happy.
CUST-1181,47.0,72674.62551283758,houston,"Oct 12, 2021",n,Worst service ever. App crashes continuously on startup.
CUST-1182,42.624816557071156,72202.0,Los Angeles!,2023-01-15,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1183,53.0,82815.0,chicago,,no,Absolutely amazing value for the price!
CUST-1184,46.0,67345.0,Los Angeles!,2020-11-30,n,"Average product, does the job but nothing special."
CUST-1185,41.0,64046.350502086934,chicago,"Oct 12, 2021",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1186,36.0,58454.0,chicago,invalid_date_xyz,n,Absolutely amazing value for the price!
CUST-1187,45.0,58226.0,houston,2024/05/01,False,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1188,63.0,82409.0,New York,"Oct 12, 2021",YES,
CUST-1189,23.0,54871.0,San Fran,,True,
CUST-1190,47.0,82861.0,N.Y.,2024/05/01,no,Customer support was incredibly slow and unhelpful.
CUST-1191,45.0,70316.0,chicago,invalid_date_xyz,no,Absolutely amazing value for the price!
CUST-1192,27.0,44637.0,New York,invalid_date_xyz,,
CUST-1193,29.0,61126.0,chicago,2023-01-15,False,Excellent user experience! Will buy again.
CUST-1194,36.0,44617.0,New York,"Oct 12, 2021",True,"Average product, does the job but nothing special."
CUST-1195,34.0,60193.0,houston,12/25/2022,n,
CUST-1196,31.0,37166.0,San Fran,2020-11-30,False,"Average product, does the job but nothing special."
CUST-1197,40.0,66674.0,San Fran,"Oct 12, 2021",no,Worst service ever. App crashes continuously on startup.
CUST-1198,31.0,42434.0,chicago,,n,Excellent user experience! Will buy again.
CUST-1199,40.0,41278.0,San Fran,12/25/2022,n,Excellent user experience! Will buy again.
CUST-1200,21.0,35285.4337995848,san francisco,2020-11-30,False,
CUST-1201,29.0,43298.0,New York City,invalid_date_xyz,no,Customer support was incredibly slow and unhelpful.
CUST-1202,41.0,86630.0,San Fran,07-04-2023,YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1203,48.0,72600.0,houston,invalid_date_xyz,no,"Average product, does the job but nothing special."
CUST-1204,37.0,43462.0,san francisco,2023-01-15,False,Customer support was incredibly slow and unhelpful.
CUST-1205,37.0,54170.0,houston,2020-11-30,True,Excellent user experience! Will buy again.
CUST-1206,41.0,52091.0,San Fran,07-04-2023,no,
CUST-1207,44.0,91991.0,san francisco,"Feb 28, 2024",n,Worst service ever. App crashes continuously on startup.
CUST-1208,36.95902436736914,58368.0,san francisco,2024/05/01,YES,"Average product, does the job but nothing special."
CUST-1209,42.0,76352.0,L.A.,"Oct 12, 2021",n,Worst service ever. App crashes continuously on startup.
CUST-1210,33.0,52541.98382108608,,12/25/2022,YES,The shipment arrived 3 days late. Not happy.
CUST-1211,40.0,63188.0,San Fran,"Feb 28, 2024",YES,Worst service ever. App crashes continuously on startup.
CUST-1212,39.0,49904.0,houston,"Oct 12, 2021",no,Absolutely amazing value for the price!
CUST-1213,38.0,67469.0,houston,07-04-2023,True,"Average product, does the job but nothing special."
CUST-1214,55.0,99889.0,chicago,07-04-2023,y,
CUST-1215,63.0,85989.0,san francisco,invalid_date_xyz,YES,Worst service ever. App crashes continuously on startup.
CUST-1216,48.0,77750.0,san francisco,invalid_date_xyz,True,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1217,64.0,86875.0,houston,"Oct 12, 2021",y,"Average product, does the job but nothing special."
CUST-1218,27.0,34509.0,houston,07-04-2023,YES,Worst service ever. App crashes continuously on startup.
CUST-1219,18.0,30971.296294209485,chicago,12/25/2022,no,Customer support was incredibly slow and unhelpful.
CUST-1220,31.0,38113.0,San Fran,"Oct 12, 2021",YES,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1221,39.0,66626.0,chicago,12/25/2022,True,"Average product, does the job but nothing special."
CUST-1222,22.73679655331739,23642.0,chicago,invalid_date_xyz,y,Worst service ever. App crashes continuously on startup.
CUST-1223,49.0,67846.0,New Yrok,07-04-2023,False,Excellent user experience! Will buy again.
CUST-1224,27.0,43913.70881033544,chicago,"Feb 28, 2024",False,Absolutely amazing value for the price!
CUST-1225,43.0,47696.0,houston,2023-01-15,False,
CUST-1226,36.82676511333333,58045.066426181846,houston,2020-11-30,y,
CUST-1227,34.74496678622637,52962.0,Los Angeles!,"Oct 12, 2021",no,Excellent user experience! Will buy again.
CUST-1228,27.102659264190848,34302.0,,12/25/2022,True,Worst service ever. App crashes continuously on startup.
CUST-1229,54.0,82281.0,New York,2024/05/01,YES,The shipment arrived 3 days late. Not happy.
CUST-1230,52.0,79864.85468846312,Los Angeles!,2024/05/01,False,Excellent user experience! Will buy again.
CUST-1231,18.0,30971.296294209485,chicago,2020-11-30,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1232,30.0,48078.0,New York City,"Oct 12, 2021",y,Absolutely amazing value for the price!
CUST-1233,38.0,53249.0,New York,2023-01-15,n,
CUST-1234,45.0,54485.0,Los Angeles!,2023-01-15,YES,Excellent user experience! Will buy again.
CUST-1235,36.0,58804.0,chicago,"Feb 28, 2024",no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1236,44.0,79674.0,san francisco,07-04-2023,no,Worst service ever. App crashes continuously on startup.
CUST-1237,24.0,39599.571304960125,New Yrok,2023-01-15,YES,
CUST-1238,19.0,50665.0,chicago,2020-11-30,YES,Absolutely amazing value for the price!
CUST-1239,41.0,53272.0,New York City,12/25/2022,no,"I really like the new dark mode design, it is much easier on the eyes."
CUST-1240,56.0,88735.0,chicago,12/25/2022,YES,
CUST-1241,52.0,82012.0,houston,2023-01-15,True,Customer support was incredibly slow and unhelpful.
CUST-1242,36.82676511333333,58045.066426181846,N.Y.,2023-01-15,YES,Excellent user experience! Will buy again.
CUST-1243,35.0,70073.0,chicago,07-04-2023,y,Customer support was incredibly slow and unhelpful.
CUST-1244,45.0,91029.0,Los Angeles!,2023-01-15,n,The shipment arrived 3 days late. Not happy.
CUST-1245,26.0,42475.66297521034,houston,"Oct 12, 2021",YES,Customer support was incredibly slow and unhelpful.
CUST-1246,41.84174624720342,70290.0,San Fran,12/25/2022,YES,Worst service ever. App crashes continuously on startup.
CUST-1247,50.0,51618.0,Los Angeles!,"Feb 28, 2024",n,"Average product, does the job but nothing special."
CUST-1248,23.0,15000.0,san francisco,invalid_date_xyz,no,Absolutely amazing value for the price!
CUST-1249,34.0,64763.0,New York,2023-01-15,n,
